fullname,namespace,field,in_core?,in_anthro?,in_bonsai?,in_botgarden?,in_fcart?,in_herbarium?,in_lhmc?,in_materials?,in_ohc?,in_publicart?
ns2:intakes_common:entryReason,ns2:intakes_common,entryReason,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:fieldCollectionDate,ns2:intakes_common,fieldCollectionDate,y,y,y,,,y,,,y,
ns2:intakes_common:fieldCollectionEventName,ns2:intakes_common,fieldCollectionEventName,y,y,y,,,y,,,y,
ns2:intakes_common:fieldCollectionMethod,ns2:intakes_common,fieldCollectionMethod,y,y,y,,,y,,,y,
ns2:intakes_common:fieldCollectionNote,ns2:intakes_common,fieldCollectionNote,y,y,y,,,y,,,y,
ns2:intakes_common:fieldCollectionNumber,ns2:intakes_common,fieldCollectionNumber,y,y,y,,,y,,,y,
ns2:intakes_common:fieldCollectionPlace,ns2:intakes_common,fieldCollectionPlace,y,y,y,,,y,,,y,
ns2:intakes_common:fieldCollectionSource,ns2:intakes_common,fieldCollectionSource,y,y,y,,,y,,,y,
ns2:intakes_common:fieldCollector,ns2:intakes_common,fieldCollector,y,y,y,,,y,,,y,
ns2:intakes_common:insuranceNote,ns2:intakes_common,insuranceNote,y,y,y,y,y,y,y,,y,
ns2:intakes_common:insurancePolicyNumber,ns2:intakes_common,insurancePolicyNumber,y,y,y,y,y,y,y,,y,
ns2:intakes_common:insuranceReferenceNumber,ns2:intakes_common,insuranceReferenceNumber,y,y,y,y,y,y,,,y,
ns2:intakes_common:insuranceRenewalDate,ns2:intakes_common,insuranceRenewalDate,y,y,y,y,y,y,y,,y,
ns2:intakes_common:insurer,ns2:intakes_common,insurer,y,y,y,y,y,y,y,,y,
ns2:intakes_common:locationDate,ns2:intakes_common,locationDate,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:normalLocation,ns2:intakes_common,normalLocation,y,y,y,y,y,y,,,y,y
ns2:intakes_common:packingNote,ns2:intakes_common,packingNote,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:returnDate,ns2:intakes_common,returnDate,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:valuationReferenceNumber,ns2:intakes_common,valuationReferenceNumber,y,y,y,y,y,y,,,y,
ns2:intakes_common:valuer,ns2:intakes_common,valuer,y,y,y,y,y,y,y,,y,
ns2:intakes_lhmc:insuredBy,ns2:intakes_lhmc,insuredBy,,,,,,,y,,,
ns2:intakes_lhmc:insuredValue,ns2:intakes_lhmc,insuredValue,,,,,,,y,,,
ns2:intakes_lhmc:insuredValueCurrency,ns2:intakes_lhmc,insuredValueCurrency,,,,,,,y,,,
ns2:intakes_lhmc:intakeCondition,ns2:intakes_lhmc,intakeCondition,,,,,,,y,,,
ns2:intakes_lhmc:intakeStatus,ns2:intakes_lhmc,intakeStatus,,,,,,,y,,,
ns2:intakes_lhmc:inventoriedBy,ns2:intakes_lhmc,inventoriedBy,,,,,,,y,,,
ns2:intakes_lhmc:premiumCurrency,ns2:intakes_lhmc,premiumCurrency,,,,,,,y,,,
ns2:intakes_lhmc:premiumValue,ns2:intakes_lhmc,premiumValue,,,,,,,y,,,
ns2:intakes_lhmc:receivedBy,ns2:intakes_lhmc,receivedBy,,,,,,,y,,,
ns2:loansin_common:borrowersAuthorizationDate,ns2:loansin_common,borrowersAuthorizationDate,y,y,y,,y,y,y,,y,
ns2:loansin_common:borrowersAuthorizer,ns2:loansin_common,borrowersAuthorizer,y,y,y,,y,y,y,,y,
ns2:loansin_common:borrowersContact,ns2:loansin_common,borrowersContact,y,y,y,,y,y,y,,y,
ns2:loansin_common:lender,ns2:loansin_common,lender,y,y,y,,y,y,y,,y,y
ns2:loansin_common:lendersAuthorizationDate,ns2:loansin_common,lendersAuthorizationDate,y,y,y,,y,y,y,,y,y
ns2:loansin_common:lendersAuthorizer,ns2:loansin_common,lendersAuthorizer,y,y,y,,y,y,y,,y,
ns2:loansin_common:lendersContact,ns2:loansin_common,lendersContact,y,y,y,,y,y,y,,y,y
ns2:loansin_common:loanGroup,ns2:loansin_common,loanGroup,y,y,y,,y,y,,,y,y
ns2:loansin_common:loanInConditions,ns2:loansin_common,loanInConditions,y,y,y,,y,y,y,,y,y
ns2:loansin_common:loanInDate,ns2:loansin_common,loanInDate,y,y,y,,y,y,y,,y,y
ns2:loansin_common:loanIndividual,ns2:loansin_common,loanIndividual,y,y,y,,y,y,,,y,y
ns2:loansin_common:loanInNote,ns2:loansin_common,loanInNote,y,y,y,,y,y,y,,y,y
ns2:loansin_common:loanInNumber,ns2:loansin_common,loanInNumber,y,y,y,,y,y,y,,y,y
ns2:loansin_common:loanPurpose,ns2:loansin_common,loanPurpose,y,y,y,,y,y,y,,y,y
ns2:loansin_common:loanRenewalApplicationDate,ns2:loansin_common,loanRenewalApplicationDate,y,y,y,,y,y,y,,y,
ns2:loansin_common:loanReturnDate,ns2:loansin_common,loanReturnDate,y,y,y,,y,y,y,,y,y
ns2:loansin_common:loanStatus,ns2:loansin_common,loanStatus,y,y,y,,y,y,,,y,y
ns2:loansin_common:loanStatusDate,ns2:loansin_common,loanStatusDate,y,y,y,,y,y,,,y,y
ns2:loansin_common:loanStatusNote,ns2:loansin_common,loanStatusNote,y,y,y,,y,y,,,y,y
ns2:loansin_herbarium:dueDate,ns2:loansin_herbarium,dueDate,,,,,,y,,,,
ns2:loansin_herbarium:geography,ns2:loansin_herbarium,geography,,,,,,y,,,,
ns2:loansin_herbarium:majorGroup,ns2:loansin_herbarium,majorGroup,,,,,,y,,,,
ns2:loansin_herbarium:objKind,ns2:loansin_herbarium,objKind,,,,,,y,,,,
ns2:loansin_herbarium:shipDate,ns2:loansin_herbarium,shipDate,,,,,,y,,,,
ns2:loansin_herbarium:taxonomy,ns2:loansin_herbarium,taxonomy,,,,,,y,,,,
ns2:loansin_herbarium:transferInDate,ns2:loansin_herbarium,transferInDate,,,,,,y,,,,
ns2:loansin_herbarium:transferInOrg,ns2:loansin_herbarium,transferInOrg,,,,,,y,,,,
ns2:loansin_herbarium:transferInPerson,ns2:loansin_herbarium,transferInPerson,,,,,,y,,,,
ns2:loansin_lhmc:loaninStatusAuthorizerLHMC,ns2:loansin_lhmc,loaninStatusAuthorizerLHMC,,,,,,,y,,,
ns2:loansin_lhmc:loaninStatusDateLHMC,ns2:loansin_lhmc,loaninStatusDateLHMC,,,,,,,y,,,
ns2:loansin_lhmc:loaninStatusLHMC,ns2:loansin_lhmc,loaninStatusLHMC,,,,,,,y,,,
ns2:loansin_lhmc:loaninStatusNoteLHMC,ns2:loansin_lhmc,loaninStatusNoteLHMC,,,,,,,y,,,
ns2:loansin_naturalhistory_extension:returnDate,ns2:loansin_naturalhistory_extension,returnDate,,,,,,y,,,,
ns2:loansin_naturalhistory_extension:returnNotes,ns2:loansin_naturalhistory_extension,returnNotes,,,,,,y,,,,
ns2:loansin_naturalhistory_extension:returnQuantity,ns2:loansin_naturalhistory_extension,returnQuantity,,,,,,y,,,,
ns2:loansin_naturalhistory_extension:transferOutDate,ns2:loansin_naturalhistory_extension,transferOutDate,,,,,,y,,,,
ns2:loansin_naturalhistory_extension:transferOutDirector,ns2:loansin_naturalhistory_extension,transferOutDirector,,,,,,y,,,,
ns2:loansin_naturalhistory_extension:transferOutNotes,ns2:loansin_naturalhistory_extension,transferOutNotes,,,,,,y,,,,
ns2:loansin_naturalhistory_extension:transferOutOrg,ns2:loansin_naturalhistory_extension,transferOutOrg,,,,,,y,,,,
ns2:loansin_naturalhistory_extension:transferOutPerson,ns2:loansin_naturalhistory_extension,transferOutPerson,,,,,,y,,,,
ns2:loansin_naturalhistory_extension:transferOutQuantity,ns2:loansin_naturalhistory_extension,transferOutQuantity,,,,,,y,,,,
ns2:loansin_naturalhistory_extension:transferOutReturnDate,ns2:loansin_naturalhistory_extension,transferOutReturnDate,,,,,,y,,,,
ns2:loansin_naturalhistory_extension:transferOutReturnNotes,ns2:loansin_naturalhistory_extension,transferOutReturnNotes,,,,,,y,,,,
ns2:loansin_naturalhistory_extension:transferOutReturnQuantity,ns2:loansin_naturalhistory_extension,transferOutReturnQuantity,,,,,,y,,,,
ns2:loansout_botgarden:annotation,ns2:loansout_botgarden,annotation,,,,y,,,,,,
ns2:loansout_botgarden:collector,ns2:loansout_botgarden,collector,,,,y,,,,,,
ns2:loansout_botgarden:fertile,ns2:loansout_botgarden,fertile,,,,y,,,,,,
ns2:loansout_botgarden:fieldCollectionNote,ns2:loansout_botgarden,fieldCollectionNote,,,,y,,,,,,
ns2:loansout_botgarden:flowering,ns2:loansout_botgarden,flowering,,,,y,,,,,,
ns2:loansout_botgarden:fruiting,ns2:loansout_botgarden,fruiting,,,,y,,,,,,
ns2:loansout_botgarden:gardenLocation,ns2:loansout_botgarden,gardenLocation,,,,y,,,,,,
ns2:loansout_botgarden:hortWild,ns2:loansout_botgarden,hortWild,,,,y,,,,,,
ns2:loansout_botgarden:inSpore,ns2:loansout_botgarden,inSpore,,,,y,,,,,,
ns2:loansout_botgarden:labelRequested,ns2:loansout_botgarden,labelRequested,,,,y,,,,,,
ns2:loansout_botgarden:reviewComplete,ns2:loansout_botgarden,reviewComplete,,,,y,,,,,,
ns2:loansout_botgarden:sheetAccessionNumber,ns2:loansout_botgarden,sheetAccessionNumber,,,,y,,,,,,
ns2:loansout_botgarden:sterile,ns2:loansout_botgarden,sterile,,,,y,,,,,,
ns2:loansout_common:borrower,ns2:loansout_common,borrower,y,y,y,y,y,y,y,y,y,y
ns2:loansout_common:borrowersAuthorizationDate,ns2:loansout_common,borrowersAuthorizationDate,y,y,y,,y,y,y,,y,y
ns2:loansout_common:borrowersAuthorizer,ns2:loansout_common,borrowersAuthorizer,y,y,y,,y,y,y,,y,y
ns2:loansout_common:borrowersContact,ns2:loansout_common,borrowersContact,y,y,y,,y,y,y,,y,y
ns2:loansout_common:lendersAuthorizationDate,ns2:loansout_common,lendersAuthorizationDate,y,y,y,,y,y,y,,y,y
ns2:loansout_common:lendersAuthorizer,ns2:loansout_common,lendersAuthorizer,y,y,y,y,y,y,y,y,y,y
ns2:loansout_common:lendersContact,ns2:loansout_common,lendersContact,y,y,y,,y,y,y,,y,y
ns2:loansout_common:loanGroup,ns2:loansout_common,loanGroup,y,y,y,,y,y,,y,y,y
ns2:loansout_common:loanIndividual,ns2:loansout_common,loanIndividual,y,y,y,,y,y,,y,y,y
ns2:loansout_common:loanOutDate,ns2:loansout_common,loanOutDate,y,y,y,y,y,y,y,y,y,y
ns2:loansout_common:loanOutNote,ns2:loansout_common,loanOutNote,y,y,y,y,y,y,y,y,y,y
ns2:loansout_common:loanOutNumber,ns2:loansout_common,loanOutNumber,y,y,y,y,y,y,y,y,y,y
ns2:loansout_common:loanPurpose,ns2:loansout_common,loanPurpose,y,y,y,y,y,y,y,y,y,y
ns2:loansout_common:loanRenewalApplicationDate,ns2:loansout_common,loanRenewalApplicationDate,y,y,y,,y,y,y,y,y,y
ns2:loansout_common:loanReturnDate,ns2:loansout_common,loanReturnDate,y,y,y,,y,y,y,y,y,y
ns2:loansout_common:loanStatus,ns2:loansout_common,loanStatus,y,y,y,,y,y,,y,y,y
ns2:loansout_common:loanStatusDate,ns2:loansout_common,loanStatusDate,y,y,y,,y,y,,y,y,y
ns2:loansout_common:loanStatusNote,ns2:loansout_common,loanStatusNote,y,y,y,,y,y,,y,y,y
ns2:loansout_common:specialConditionsOfLoan,ns2:loansout_common,specialConditionsOfLoan,y,y,y,,y,y,y,y,y,y
ns2:loansout_herbarium:acknowledgeDate,ns2:loansout_herbarium,acknowledgeDate,,,,,,y,,,,
ns2:loansout_herbarium:geography,ns2:loansout_herbarium,geography,,,,,,y,,,,
ns2:loansout_herbarium:majorGroup,ns2:loansout_herbarium,majorGroup,,,,,,y,,,,
ns2:loansout_herbarium:numPackages,ns2:loansout_herbarium,numPackages,,,,,,y,,,,
ns2:loansout_herbarium:objKind,ns2:loansout_herbarium,objKind,,,,,,y,,,,
ns2:loansout_herbarium:shipDate,ns2:loansout_herbarium,shipDate,,,,,,y,,,,
ns2:loansout_herbarium:taxonomy,ns2:loansout_herbarium,taxonomy,,,,,,y,,,,
ns2:loansout_herbarium:transportMethod,ns2:loansout_herbarium,transportMethod,,,,,,y,,,,
ns2:loansout_lhmc:loanoutStatusAuthorizerLHMC,ns2:loansout_lhmc,loanoutStatusAuthorizerLHMC,,,,,,,y,,,
ns2:loansout_lhmc:loanoutStatusDateLHMC,ns2:loansout_lhmc,loanoutStatusDateLHMC,,,,,,,y,,,
ns2:loansout_lhmc:loanoutStatusLHMC,ns2:loansout_lhmc,loanoutStatusLHMC,,,,,,,y,,,
ns2:loansout_lhmc:loanoutStatusNoteLHMC,ns2:loansout_lhmc,loanoutStatusNoteLHMC,,,,,,,y,,,
ns2:loansout_naturalhistory_extension:loanoutItems,ns2:loansout_naturalhistory_extension,loanoutItems,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:numLent,ns2:loansout_naturalhistory_extension,numLent,,,,y,,,,,,
ns2:loansout_naturalhistory_extension:objectConditions,ns2:loansout_naturalhistory_extension,objectConditions,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:objectNotes,ns2:loansout_naturalhistory_extension,objectNotes,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:objectNumbers,ns2:loansout_naturalhistory_extension,objectNumbers,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:objectQuantity,ns2:loansout_naturalhistory_extension,objectQuantity,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:returnDate,ns2:loansout_naturalhistory_extension,returnDate,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:returnDetermination,ns2:loansout_naturalhistory_extension,returnDetermination,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:returnNotes,ns2:loansout_naturalhistory_extension,returnNotes,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:returnObjectNumbers,ns2:loansout_naturalhistory_extension,returnObjectNumbers,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:returnQuantity,ns2:loansout_naturalhistory_extension,returnQuantity,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:transferDate,ns2:loansout_naturalhistory_extension,transferDate,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:transferDirector,ns2:loansout_naturalhistory_extension,transferDirector,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:transferNotes,ns2:loansout_naturalhistory_extension,transferNotes,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:transferOrg,ns2:loansout_naturalhistory_extension,transferOrg,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:transferPerson,ns2:loansout_naturalhistory_extension,transferPerson,,,,,,y,,,,
ns2:loansout_naturalhistory_extension:transferQuantity,ns2:loansout_naturalhistory_extension,transferQuantity,,,,,,y,,,,
ns2:locations_common:accessNote,ns2:locations_common,accessNote,y,y,y,y,y,y,y,y,y,y
ns2:locations_common:address,ns2:locations_common,address,y,y,y,y,y,y,y,,y,
ns2:locations_common:conditionNote,ns2:locations_common,conditionNote,y,y,y,y,y,y,y,,y,y
ns2:locations_common:conditionNoteDate,ns2:locations_common,conditionNoteDate,y,y,y,y,y,y,y,,y,y
ns2:locations_common:locationType,ns2:locations_common,locationType,y,y,y,y,y,y,y,y,y,y
ns2:locations_common:securityNote,ns2:locations_common,securityNote,y,y,y,y,y,y,y,,y,y
ns2:locations_common:termDisplayName,ns2:locations_common,termDisplayName,y,y,y,y,y,y,y,y,y,y
ns2:locations_common:termFlag,ns2:locations_common,termFlag,y,y,y,y,y,y,y,y,y,y
ns2:locations_common:termLanguage,ns2:locations_common,termLanguage,y,y,y,y,y,y,y,y,y,y
ns2:locations_common:termName,ns2:locations_common,termName,y,y,y,y,y,y,y,y,y,y
ns2:locations_common:termPrefForLang,ns2:locations_common,termPrefForLang,y,y,y,y,y,y,y,y,y,y
ns2:locations_common:termQualifier,ns2:locations_common,termQualifier,y,y,y,y,y,y,y,y,y,y
ns2:locations_common:termSource,ns2:locations_common,termSource,y,y,y,y,y,y,y,y,y,y
ns2:locations_common:termSourceDetail,ns2:locations_common,termSourceDetail,y,y,y,y,y,y,y,y,y,y
ns2:locations_common:termSourceID,ns2:locations_common,termSourceID,y,y,y,y,y,y,y,y,y,y
ns2:locations_common:termSourceNote,ns2:locations_common,termSourceNote,y,y,y,y,y,y,y,y,y,y
ns2:locations_common:termStatus,ns2:locations_common,termStatus,y,y,y,y,y,y,y,y,y,y
ns2:locations_common:termType,ns2:locations_common,termType,y,y,y,y,y,y,y,y,y,y
ns2:locations_publicart:addressCountry,ns2:locations_publicart,addressCountry,,,,,,,,,,y
ns2:locations_publicart:addressMunicipality,ns2:locations_publicart,addressMunicipality,,,,,,,,,,y
ns2:locations_publicart:addressPlace1,ns2:locations_publicart,addressPlace1,,,,,,,,,,y
ns2:locations_publicart:addressPlace2,ns2:locations_publicart,addressPlace2,,,,,,,,,,y
ns2:locations_publicart:addressPostCode,ns2:locations_publicart,addressPostCode,,,,,,,,,,y
ns2:locations_publicart:addressStateOrProvince,ns2:locations_publicart,addressStateOrProvince,,,,,,,,,,y
ns2:locations_publicart:addressType,ns2:locations_publicart,addressType,,,,,,,,,,y
ns2:locations_publicart:decimalLatitude,ns2:locations_publicart,decimalLatitude,,,,,,,,,,y
ns2:locations_publicart:decimalLongitude,ns2:locations_publicart,decimalLongitude,,,,,,,,,,y
ns2:materials_common:acousticalPropertyNote,ns2:materials_common,acousticalPropertyNote,,,,,,,,y,,
ns2:materials_common:acousticalPropertyType,ns2:materials_common,acousticalPropertyType,,,,,,,,y,,
ns2:materials_common:additionalProcess,ns2:materials_common,additionalProcess,,,,,,,,y,,
ns2:materials_common:additionalProcessNote,ns2:materials_common,additionalProcessNote,,,,,,,,y,,
ns2:materials_common:additionalPropertyNote,ns2:materials_common,additionalPropertyNote,,,,,,,,y,,
ns2:materials_common:additionalPropertyType,ns2:materials_common,additionalPropertyType,,,,,,,,y,,
ns2:materials_common:additionalResource,ns2:materials_common,additionalResource,,,,,,,,y,,
ns2:materials_common:additionalResourceNote,ns2:materials_common,additionalResourceNote,,,,,,,,y,,
ns2:materials_common:castingProcess,ns2:materials_common,castingProcess,,,,,,,,y,,
ns2:materials_common:certificationCreditNote,ns2:materials_common,certificationCreditNote,,,,,,,,y,,
ns2:materials_common:certificationProgram,ns2:materials_common,certificationProgram,,,,,,,,y,,
ns2:materials_common:commonForm,ns2:materials_common,commonForm,,,,,,,,y,,
ns2:materials_common:deformingProcess,ns2:materials_common,deformingProcess,,,,,,,,y,,
ns2:materials_common:description,ns2:materials_common,description,,,,,,,,y,,
ns2:materials_common:dimension,ns2:materials_common,dimension,,,,,,,,y,,
ns2:materials_common:discontinued,ns2:materials_common,discontinued,,,,,,,,y,,
ns2:materials_common:discontinuedBy,ns2:materials_common,discontinuedBy,,,,,,,,y,,
ns2:materials_common:discontinuedDate,ns2:materials_common,discontinuedDate,,,,,,,,y,,
ns2:materials_common:durabilityPropertyNote,ns2:materials_common,durabilityPropertyNote,,,,,,,,y,,
ns2:materials_common:durabilityPropertyType,ns2:materials_common,durabilityPropertyType,,,,,,,,y,,
ns2:materials_common:ecologyNote,ns2:materials_common,ecologyNote,,,,,,,,y,,
ns2:materials_common:electricalPropertyNote,ns2:materials_common,electricalPropertyNote,,,,,,,,y,,
ns2:materials_common:electricalPropertyType,ns2:materials_common,electricalPropertyType,,,,,,,,y,,
ns2:materials_common:embodiedEnergyNote,ns2:materials_common,embodiedEnergyNote,,,,,,,,y,,
ns2:materials_common:embodiedEnergyUnit,ns2:materials_common,embodiedEnergyUnit,,,,,,,,y,,
ns2:materials_common:embodiedEnergyValue,ns2:materials_common,embodiedEnergyValue,,,,,,,,y,,
ns2:materials_common:embodiedEnergyValueHigh,ns2:materials_common,embodiedEnergyValueHigh,,,,,,,,y,,
ns2:materials_common:externalUrl,ns2:materials_common,externalUrl,,,,,,,,y,,
ns2:materials_common:externalUrlNote,ns2:materials_common,externalUrlNote,,,,,,,,y,,
ns2:materials_common:featuredApplication,ns2:materials_common,featuredApplication,,,,,,,,y,,
ns2:materials_common:featuredApplicationNote,ns2:materials_common,featuredApplicationNote,,,,,,,,y,,
ns2:materials_common:formNote,ns2:materials_common,formNote,,,,,,,,y,,
ns2:materials_common:historicalStatus,ns2:materials_common,historicalStatus,,,,,,,,y,,
ns2:materials_common:hygrothermalPropertyNote,ns2:materials_common,hygrothermalPropertyNote,,,,,,,,y,,
ns2:materials_common:hygrothermalPropertyType,ns2:materials_common,hygrothermalPropertyType,,,,,,,,y,,
ns2:materials_common:joiningProcess,ns2:materials_common,joiningProcess,,,,,,,,y,,
ns2:materials_common:lifecycleComponent,ns2:materials_common,lifecycleComponent,,,,,,,,y,,
ns2:materials_common:lifecycleComponentNote,ns2:materials_common,lifecycleComponentNote,,,,,,,,y,,
ns2:materials_common:machiningProcess,ns2:materials_common,machiningProcess,,,,,,,,y,,
ns2:materials_common:materialCitationSource,ns2:materials_common,materialCitationSource,,,,,,,,y,,
ns2:materials_common:materialCitationSourceDetail,ns2:materials_common,materialCitationSourceDetail,,,,,,,,y,,
ns2:materials_common:materialCompositionClassName,ns2:materials_common,materialCompositionClassName,,,,,,,,y,,
ns2:materials_common:materialCompositionFamilyName,ns2:materials_common,materialCompositionFamilyName,,,,,,,,y,,
ns2:materials_common:materialCompositionGenericName,ns2:materials_common,materialCompositionGenericName,,,,,,,,y,,
ns2:materials_common:materialProductionOrganization,ns2:materials_common,materialProductionOrganization,,,,,,,,y,,
ns2:materials_common:materialProductionOrganizationRole,ns2:materials_common,materialProductionOrganizationRole,,,,,,,,y,,
ns2:materials_common:materialProductionPerson,ns2:materials_common,materialProductionPerson,,,,,,,,y,,
ns2:materials_common:materialProductionPersonRole,ns2:materials_common,materialProductionPersonRole,,,,,,,,y,,
ns2:materials_common:materialProductionPlace,ns2:materials_common,materialProductionPlace,,,,,,,,y,,
ns2:materials_common:materialProductionPlaceRole,ns2:materials_common,materialProductionPlaceRole,,,,,,,,y,,
ns2:materials_common:materialTermAttributionContributingDate,ns2:materials_common,materialTermAttributionContributingDate,,,,,,,,y,,
ns2:materials_common:materialTermAttributionContributingOrganization,ns2:materials_common,materialTermAttributionContributingOrganization,,,,,,,,y,,
ns2:materials_common:materialTermAttributionContributingPerson,ns2:materials_common,materialTermAttributionContributingPerson,,,,,,,,y,,
ns2:materials_common:materialTermAttributionEditingDate,ns2:materials_common,materialTermAttributionEditingDate,,,,,,,,y,,
ns2:materials_common:materialTermAttributionEditingNote,ns2:materials_common,materialTermAttributionEditingNote,,,,,,,,y,,
ns2:materials_common:materialTermAttributionEditingOrganization,ns2:materials_common,materialTermAttributionEditingOrganization,,,,,,,,y,,
ns2:materials_common:materialTermAttributionEditingPerson,ns2:materials_common,materialTermAttributionEditingPerson,,,,,,,,y,,
ns2:materials_common:measurementUnit,ns2:materials_common,measurementUnit,,,,,,,,y,,
ns2:materials_common:mechanicalPropertyNote,ns2:materials_common,mechanicalPropertyNote,,,,,,,,y,,
ns2:materials_common:mechanicalPropertyType,ns2:materials_common,mechanicalPropertyType,,,,,,,,y,,
ns2:materials_common:moldingProcess,ns2:materials_common,moldingProcess,,,,,,,,y,,
ns2:materials_common:opticalPropertyNote,ns2:materials_common,opticalPropertyNote,,,,,,,,y,,
ns2:materials_common:opticalPropertyType,ns2:materials_common,opticalPropertyType,,,,,,,,y,,
ns2:materials_common:processNote,ns2:materials_common,processNote,,,,,,,,y,,
ns2:materials_common:productionDate,ns2:materials_common,productionDate,,,,,,,,y,,
ns2:materials_common:productionNote,ns2:materials_common,productionNote,,,,,,,,y,,
ns2:materials_common:propertyNote,ns2:materials_common,propertyNote,,,,,,,,y,,
ns2:materials_common:publishTo,ns2:materials_common,publishTo,,,,,,,,y,,
ns2:materials_common:rapidPrototypingProcess,ns2:materials_common,rapidPrototypingProcess,,,,,,,,y,,
ns2:materials_common:recycledContent,ns2:materials_common,recycledContent,,,,,,,,y,,
ns2:materials_common:recycledContentHigh,ns2:materials_common,recycledContentHigh,,,,,,,,y,,
ns2:materials_common:recycledContentQualifier,ns2:materials_common,recycledContentQualifier,,,,,,,,y,,
ns2:materials_common:sensorialPropertyNote,ns2:materials_common,sensorialPropertyNote,,,,,,,,y,,
ns2:materials_common:sensorialPropertyType,ns2:materials_common,sensorialPropertyType,,,,,,,,y,,
ns2:materials_common:smartMaterialPropertyNote,ns2:materials_common,smartMaterialPropertyNote,,,,,,,,y,,
ns2:materials_common:smartMaterialPropertyType,ns2:materials_common,smartMaterialPropertyType,,,,,,,,y,,
ns2:materials_common:surfacingProcess,ns2:materials_common,surfacingProcess,,,,,,,,y,,
ns2:materials_common:termDisplayName,ns2:materials_common,termDisplayName,,,,,,,,y,,
ns2:materials_common:termFlag,ns2:materials_common,termFlag,,,,,,,,y,,
ns2:materials_common:termLanguage,ns2:materials_common,termLanguage,,,,,,,,y,,
ns2:materials_common:termName,ns2:materials_common,termName,,,,,,,,y,,
ns2:materials_common:termPrefForLang,ns2:materials_common,termPrefForLang,,,,,,,,y,,
ns2:materials_common:termQualifier,ns2:materials_common,termQualifier,,,,,,,,y,,
ns2:materials_common:termSource,ns2:materials_common,termSource,,,,,,,,y,,
ns2:materials_common:termSourceDetail,ns2:materials_common,termSourceDetail,,,,,,,,y,,
ns2:materials_common:termSourceID,ns2:materials_common,termSourceID,,,,,,,,y,,
ns2:materials_common:termSourceNote,ns2:materials_common,termSourceNote,,,,,,,,y,,
ns2:materials_common:termStatus,ns2:materials_common,termStatus,,,,,,,,y,,
ns2:materials_common:termType,ns2:materials_common,termType,,,,,,,,y,,
ns2:materials_common:typicalSize,ns2:materials_common,typicalSize,,,,,,,,y,,
ns2:materials_common:typicalUse,ns2:materials_common,typicalUse,,,,,,,,y,,
ns2:materials_common:value,ns2:materials_common,value,,,,,,,,y,,
ns2:media_common:contributor,ns2:media_common,contributor,y,y,y,y,y,y,y,y,y,y
ns2:media_common:copyrightStatement,ns2:media_common,copyrightStatement,y,y,y,y,y,y,y,y,y,y
ns2:media_common:coverage,ns2:media_common,coverage,y,y,y,y,y,y,y,y,y,
ns2:media_common:creator,ns2:media_common,creator,y,y,y,y,y,y,y,y,y,y
ns2:media_common:dateGroup,ns2:media_common,dateGroup,y,y,y,y,y,y,y,y,y,y
ns2:media_common:description,ns2:media_common,description,y,y,y,y,y,y,y,y,y,y
ns2:media_common:dimension,ns2:media_common,dimension,y,y,y,y,y,y,y,,y,
ns2:media_common:dimensionSummary,ns2:media_common,dimensionSummary,y,y,y,y,y,y,y,,y,
ns2:media_common:externalUrl,ns2:media_common,externalUrl,y,y,y,y,y,y,y,y,y,y
ns2:media_common:identificationNumber,ns2:media_common,identificationNumber,y,y,y,y,y,y,y,y,y,y
ns2:media_common:language,ns2:media_common,language,y,y,y,y,y,y,y,,y,
ns2:media_common:measuredBy,ns2:media_common,measuredBy,y,y,y,y,y,y,y,,y,
ns2:media_common:measuredPart,ns2:media_common,measuredPart,y,y,y,y,y,y,y,,y,
ns2:media_common:measurementMethod,ns2:media_common,measurementMethod,y,y,y,y,y,y,y,,y,
ns2:media_common:measurementUnit,ns2:media_common,measurementUnit,y,y,y,y,y,y,y,,y,
ns2:media_common:publisher,ns2:media_common,publisher,y,y,y,y,y,y,y,,y,
ns2:media_common:relation,ns2:media_common,relation,y,y,y,y,y,y,y,y,y,
ns2:media_common:rightsHolder,ns2:media_common,rightsHolder,y,y,y,y,y,y,y,y,y,
ns2:media_common:source,ns2:media_common,source,y,y,y,y,y,y,y,y,y,y
ns2:media_common:subject,ns2:media_common,subject,y,y,y,y,y,y,y,y,y,
ns2:media_common:title,ns2:media_common,title,y,y,y,y,y,y,y,y,y,y
ns2:media_common:type,ns2:media_common,type,y,y,y,y,y,y,y,y,y,y
