fullname,namespace,field,in_core?,in_anthro?,in_bonsai?,in_botgarden?,in_fcart?,in_herbarium?,in_lhmc?,in_materials?,in_ohc?,in_publicart?
ns2:collectionobjects_variablemedia:copyProvidedOnAcquisition,ns2:collectionobjects_variablemedia,copyProvidedOnAcquisition,,,,,y,,,,,
ns2:collectionobjects_variablemedia:creationHardware,ns2:collectionobjects_variablemedia,creationHardware,,,,,y,,,,,
ns2:collectionobjects_variablemedia:nonStandardCode,ns2:collectionobjects_variablemedia,nonStandardCode,,,,,y,,,,,
ns2:collectionobjects_variablemedia:originalAudioFormat,ns2:collectionobjects_variablemedia,originalAudioFormat,,,,,y,,,,,
ns2:collectionobjects_variablemedia:originalFormat,ns2:collectionobjects_variablemedia,originalFormat,,,,,y,,,,,
ns2:collectionobjects_variablemedia:playbackHardware,ns2:collectionobjects_variablemedia,playbackHardware,,,,,y,,,,,
ns2:collectionobjects_variablemedia:programmingLanguage,ns2:collectionobjects_variablemedia,programmingLanguage,,,,,y,,,,,
ns2:collectionobjects_variablemedia:ratioFormat,ns2:collectionobjects_variablemedia,ratioFormat,,,,,y,,,,,
ns2:collectionobjects_variablemedia:screenResolution,ns2:collectionobjects_variablemedia,screenResolution,,,,,y,,,,,
ns2:collectionobjects_variablemedia:sourceExternalData,ns2:collectionobjects_variablemedia,sourceExternalData,,,,,y,,,,,
ns2:concepts_common:additionalSource,ns2:concepts_common,additionalSource,y,y,y,y,y,y,y,y,y,
ns2:concepts_common:additionalSourceDetail,ns2:concepts_common,additionalSourceDetail,y,y,y,y,y,y,y,y,y,
ns2:concepts_common:additionalSourceID,ns2:concepts_common,additionalSourceID,y,y,y,y,y,y,y,y,y,
ns2:concepts_common:additionalSourceNote,ns2:concepts_common,additionalSourceNote,y,y,y,y,y,y,y,y,y,
ns2:concepts_common:citationSource,ns2:concepts_common,citationSource,y,y,y,y,y,y,y,y,y,
ns2:concepts_common:citationSourceDetail,ns2:concepts_common,citationSourceDetail,y,y,y,y,y,y,y,y,y,
ns2:concepts_common:conceptRecordType,ns2:concepts_common,conceptRecordType,y,y,y,y,y,y,y,y,y,
ns2:concepts_common:historicalStatus,ns2:concepts_common,historicalStatus,y,y,y,y,y,y,y,y,y,y
ns2:concepts_common:scopeNote,ns2:concepts_common,scopeNote,y,y,y,y,y,y,y,y,y,y
ns2:concepts_common:scopeNoteSource,ns2:concepts_common,scopeNoteSource,y,y,y,y,y,y,y,y,y,
ns2:concepts_common:scopeNoteSourceDetail,ns2:concepts_common,scopeNoteSourceDetail,y,y,y,y,y,y,y,y,y,
ns2:concepts_common:termDisplayName,ns2:concepts_common,termDisplayName,y,y,y,y,y,y,y,y,y,y
ns2:concepts_common:termFlag,ns2:concepts_common,termFlag,y,y,y,y,y,y,y,y,y,y
ns2:concepts_common:termLanguage,ns2:concepts_common,termLanguage,y,y,y,y,y,y,y,y,y,y
ns2:concepts_common:termName,ns2:concepts_common,termName,y,y,y,y,y,y,y,y,y,y
ns2:concepts_common:termPrefForLang,ns2:concepts_common,termPrefForLang,y,y,y,y,y,y,y,y,y,y
ns2:concepts_common:termQualifier,ns2:concepts_common,termQualifier,y,y,y,y,y,y,y,y,y,y
ns2:concepts_common:termSource,ns2:concepts_common,termSource,y,y,y,y,y,y,y,y,y,y
ns2:concepts_common:termSourceDetail,ns2:concepts_common,termSourceDetail,y,y,y,y,y,y,y,y,y,y
ns2:concepts_common:termSourceID,ns2:concepts_common,termSourceID,y,y,y,y,y,y,y,y,y,y
ns2:concepts_common:termSourceNote,ns2:concepts_common,termSourceNote,y,y,y,y,y,y,y,y,y,y
ns2:concepts_common:termStatus,ns2:concepts_common,termStatus,y,y,y,y,y,y,y,y,y,y
ns2:concepts_common:termType,ns2:concepts_common,termType,y,y,y,y,y,y,y,y,y,y
ns2:concepts_fineart:conceptRelationDateGroup,ns2:concepts_fineart,conceptRelationDateGroup,,,,,y,,,,,
ns2:concepts_fineart:conceptRelationType,ns2:concepts_fineart,conceptRelationType,,,,,y,,,,,
ns2:concepts_fineart:conceptRemarks,ns2:concepts_fineart,conceptRemarks,,,,,y,,,,,
ns2:concepts_fineart:conceptTermDateGroup,ns2:concepts_fineart,conceptTermDateGroup,,,,,y,,,,,
ns2:concepts_fineart:relatedConcept,ns2:concepts_fineart,relatedConcept,,,,,y,,,,,
ns2:conditionchecks_common:completeness,ns2:conditionchecks_common,completeness,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:completenessDate,ns2:conditionchecks_common,completenessDate,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:completenessNote,ns2:conditionchecks_common,completenessNote,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:condition,ns2:conditionchecks_common,condition,y,y,y,y,y,y,,,y,y
ns2:conditionchecks_common:conditionCheckAssessmentDate,ns2:conditionchecks_common,conditionCheckAssessmentDate,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:conditionChecker,ns2:conditionchecks_common,conditionChecker,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:conditionCheckMethod,ns2:conditionchecks_common,conditionCheckMethod,y,y,,y,y,y,y,,y,y
ns2:conditionchecks_common:conditionCheckNote,ns2:conditionchecks_common,conditionCheckNote,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:conditionCheckReason,ns2:conditionchecks_common,conditionCheckReason,y,y,,y,y,y,y,,y,y
ns2:conditionchecks_common:conditionCheckRefNumber,ns2:conditionchecks_common,conditionCheckRefNumber,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:conditionDate,ns2:conditionchecks_common,conditionDate,y,y,y,y,y,y,,,y,y
ns2:conditionchecks_common:conditionNote,ns2:conditionchecks_common,conditionNote,y,y,y,y,y,y,,,y,y
ns2:conditionchecks_common:conservationTreatmentPriority,ns2:conditionchecks_common,conservationTreatmentPriority,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:displayRecommendations,ns2:conditionchecks_common,displayRecommendations,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:envConditionNote,ns2:conditionchecks_common,envConditionNote,y,y,,y,y,y,y,,y,y
ns2:conditionchecks_common:envConditionNoteDate,ns2:conditionchecks_common,envConditionNoteDate,y,y,,y,y,y,y,,y,y
ns2:conditionchecks_common:envRecommendations,ns2:conditionchecks_common,envRecommendations,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:handlingRecommendations,ns2:conditionchecks_common,handlingRecommendations,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:hazard,ns2:conditionchecks_common,hazard,y,y,,y,y,y,y,,y,
ns2:conditionchecks_common:hazardDate,ns2:conditionchecks_common,hazardDate,y,y,,y,y,y,y,,y,
ns2:conditionchecks_common:hazardNote,ns2:conditionchecks_common,hazardNote,y,y,,y,y,y,y,,y,
ns2:conditionchecks_common:legalReqsHeld,ns2:conditionchecks_common,legalReqsHeld,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:legalReqsHeldBeginDate,ns2:conditionchecks_common,legalReqsHeldBeginDate,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:legalReqsHeldEndDate,ns2:conditionchecks_common,legalReqsHeldEndDate,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:legalReqsHeldNumber,ns2:conditionchecks_common,legalReqsHeldNumber,y,y,y,y,y,y,y,,y,
ns2:conditionchecks_common:legalReqsHeldRenewDate,ns2:conditionchecks_common,legalReqsHeldRenewDate,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:legalRequirements,ns2:conditionchecks_common,legalRequirements,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:nextConditionCheckDate,ns2:conditionchecks_common,nextConditionCheckDate,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:objectAuditCategory,ns2:conditionchecks_common,objectAuditCategory,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:packingRecommendations,ns2:conditionchecks_common,packingRecommendations,y,y,,y,y,y,y,,y,
ns2:conditionchecks_common:salvagePriorityCode,ns2:conditionchecks_common,salvagePriorityCode,y,y,y,y,y,y,y,,y,
ns2:conditionchecks_common:salvagePriorityCodeDate,ns2:conditionchecks_common,salvagePriorityCodeDate,y,y,y,y,y,y,y,,y,
ns2:conditionchecks_common:securityRecommendations,ns2:conditionchecks_common,securityRecommendations,y,y,,y,y,y,y,,y,
ns2:conditionchecks_common:specialRequirements,ns2:conditionchecks_common,specialRequirements,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:storageRequirements,ns2:conditionchecks_common,storageRequirements,y,y,,y,y,y,y,,y,
ns2:conditionchecks_common:techAssessment,ns2:conditionchecks_common,techAssessment,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_common:techAssessmentDate,ns2:conditionchecks_common,techAssessmentDate,y,y,y,y,y,y,y,,y,y
ns2:conditionchecks_lhmc:conditionDateLHMC,ns2:conditionchecks_lhmc,conditionDateLHMC,,,,,,,y,,,
ns2:conditionchecks_lhmc:conditionFacetLHMC,ns2:conditionchecks_lhmc,conditionFacetLHMC,,,,,,,y,,,
ns2:conditionchecks_lhmc:conditionLHMC,ns2:conditionchecks_lhmc,conditionLHMC,,,,,,,y,,,
ns2:conditionchecks_lhmc:conditionNoteLHMC,ns2:conditionchecks_lhmc,conditionNoteLHMC,,,,,,,y,,,
ns2:conditionchecks_lhmc:maintenanceCycle,ns2:conditionchecks_lhmc,maintenanceCycle,,,,,,,y,,,
ns2:conditionchecks_lhmc:maintenanceDate,ns2:conditionchecks_lhmc,maintenanceDate,,,,,,,y,,,
ns2:conditionchecks_lhmc:maintenanceNote,ns2:conditionchecks_lhmc,maintenanceNote,,,,,,,y,,,
ns2:conditionchecks_publicart:installationRecommendations,ns2:conditionchecks_publicart,installationRecommendations,,,,,,,,,,y
ns2:conditionchecks_variablemedia:newSupport,ns2:conditionchecks_variablemedia,newSupport,,,,,y,,,,,
ns2:conditionchecks_variablemedia:previousSupport,ns2:conditionchecks_variablemedia,previousSupport,,,,,y,,,,,
ns2:conditionchecks_variablemedia:technicalChange,ns2:conditionchecks_variablemedia,technicalChange,,,,,y,,,,,
ns2:conditionchecks_variablemedia:technicalChangeDate,ns2:conditionchecks_variablemedia,technicalChangeDate,,,,,y,,,,,
ns2:conditionchecks_variablemedia:technicalChangeNote,ns2:conditionchecks_variablemedia,technicalChangeNote,,,,,y,,,,,
ns2:conditionchecks_variablemedia:technicalChangeReason,ns2:conditionchecks_variablemedia,technicalChangeReason,,,,,y,,,,,
ns2:conservation_bonsai:futureTreatment,ns2:conservation_bonsai,futureTreatment,,,y,,,,,,,
ns2:conservation_bonsai:futureTreatmentDate,ns2:conservation_bonsai,futureTreatmentDate,,,y,,,,,,,
ns2:conservation_bonsai:futureTreatmentNote,ns2:conservation_bonsai,futureTreatmentNote,,,y,,,,,,,
ns2:conservation_bonsai:treatmentPerformed,ns2:conservation_bonsai,treatmentPerformed,,,y,,,,,,,
ns2:conservation_common:analysisMethod,ns2:conservation_common,analysisMethod,y,y,y,,y,,y,y,y,y
ns2:conservation_common:analysisResults,ns2:conservation_common,analysisResults,y,y,y,,y,,y,y,y,y
ns2:conservation_common:approvedBy,ns2:conservation_common,approvedBy,y,y,y,,y,,y,y,y,y
ns2:conservation_common:approvedDate,ns2:conservation_common,approvedDate,y,y,y,,y,,y,y,y,y
ns2:conservation_common:conservationNumber,ns2:conservation_common,conservationNumber,y,y,y,,y,,y,y,y,y
ns2:conservation_common:conservator,ns2:conservation_common,conservator,y,y,y,,y,,y,y,y,y
ns2:conservation_common:destAnalysisApprovalNote,ns2:conservation_common,destAnalysisApprovalNote,y,y,y,,y,,y,y,y,
ns2:conservation_common:destAnalysisApprovedDate,ns2:conservation_common,destAnalysisApprovedDate,y,y,y,,y,,y,y,y,
ns2:conservation_common:examinationDate,ns2:conservation_common,examinationDate,y,y,,,y,,y,y,y,y
ns2:conservation_common:examinationNote,ns2:conservation_common,examinationNote,y,y,,,y,,y,y,y,y
ns2:conservation_common:examinationPhase,ns2:conservation_common,examinationPhase,y,y,,,y,,y,y,y,y
ns2:conservation_common:examinationStaff,ns2:conservation_common,examinationStaff,y,y,,,y,,y,y,y,y
ns2:conservation_common:fabricationNote,ns2:conservation_common,fabricationNote,y,y,,,y,,y,y,y,y
ns2:conservation_common:otherParty,ns2:conservation_common,otherParty,y,y,y,,y,,y,y,y,y
ns2:conservation_common:otherPartyNote,ns2:conservation_common,otherPartyNote,y,y,y,,y,,y,y,y,y
ns2:conservation_common:otherPartyRole,ns2:conservation_common,otherPartyRole,y,y,y,,y,,y,y,y,y
ns2:conservation_common:proposedAnalysis,ns2:conservation_common,proposedAnalysis,y,y,,,y,,y,y,y,y
ns2:conservation_common:proposedAnalysisDate,ns2:conservation_common,proposedAnalysisDate,y,y,,,y,,y,y,y,y
ns2:conservation_common:proposedTreatment,ns2:conservation_common,proposedTreatment,y,y,y,,y,,y,y,y,y
ns2:conservation_common:researcher,ns2:conservation_common,researcher,y,y,,,y,,y,y,y,y
ns2:conservation_common:sampleBy,ns2:conservation_common,sampleBy,y,y,y,,y,,y,y,y,
ns2:conservation_common:sampleDate,ns2:conservation_common,sampleDate,y,y,y,,y,,y,y,y,
ns2:conservation_common:sampleDescription,ns2:conservation_common,sampleDescription,y,y,y,,y,,y,y,y,
ns2:conservation_common:sampleReturned,ns2:conservation_common,sampleReturned,y,y,y,,y,,y,y,y,
ns2:conservation_common:sampleReturnedLocation,ns2:conservation_common,sampleReturnedLocation,y,y,y,,y,,y,y,y,
ns2:conservation_common:status,ns2:conservation_common,status,y,y,y,,y,,y,y,y,y
ns2:conservation_common:statusDate,ns2:conservation_common,statusDate,y,y,y,,y,,y,y,y,y
ns2:conservation_common:treatmentEndDate,ns2:conservation_common,treatmentEndDate,y,y,y,,y,,y,y,y,y
ns2:conservation_common:treatmentPurpose,ns2:conservation_common,treatmentPurpose,y,y,y,,y,,y,y,y,y
ns2:conservation_common:treatmentStartDate,ns2:conservation_common,treatmentStartDate,y,y,y,,y,,y,y,y,y
ns2:conservation_common:treatmentSummary,ns2:conservation_common,treatmentSummary,y,y,y,,y,,y,y,y,y
ns2:conservation_livingplant:amountApplied,ns2:conservation_livingplant,amountApplied,,,y,,,,,,,
ns2:conservation_livingplant:applicationDate,ns2:conservation_livingplant,applicationDate,,,y,,,,,,,
ns2:conservation_livingplant:appliedBy,ns2:conservation_livingplant,appliedBy,,,y,,,,,,,
ns2:conservation_livingplant:container,ns2:conservation_livingplant,container,,,y,,,,,,,
ns2:conservation_livingplant:dateObserved,ns2:conservation_livingplant,dateObserved,,,y,,,,,,,
ns2:conservation_livingplant:dateRepotted,ns2:conservation_livingplant,dateRepotted,,,y,,,,,,,
ns2:conservation_livingplant:description,ns2:conservation_livingplant,description,,,y,,,,,,,
ns2:conservation_livingplant:fertilizationNotes,ns2:conservation_livingplant,fertilizationNotes,,,y,,,,,,,
ns2:conservation_livingplant:fertilizerToBeUsed,ns2:conservation_livingplant,fertilizerToBeUsed,,,y,,,,,,,
ns2:conservation_livingplant:fertilizerUsed,ns2:conservation_livingplant,fertilizerUsed,,,y,,,,,,,
ns2:conservation_livingplant:futureTreatment,ns2:conservation_livingplant,futureTreatment,,,y,,,,,,,
ns2:conservation_livingplant:futureTreatmentDate,ns2:conservation_livingplant,futureTreatmentDate,,,y,,,,,,,
ns2:conservation_livingplant:futureTreatmentNotes,ns2:conservation_livingplant,futureTreatmentNotes,,,y,,,,,,,
ns2:conservation_livingplant:identifiedBy,ns2:conservation_livingplant,identifiedBy,,,y,,,,,,,
ns2:conservation_livingplant:nextApplicationDate,ns2:conservation_livingplant,nextApplicationDate,,,y,,,,,,,
ns2:conservation_livingplant:nextRepotting,ns2:conservation_livingplant,nextRepotting,,,y,,,,,,,
ns2:conservation_livingplant:nitrogenPercent,ns2:conservation_livingplant,nitrogenPercent,,,y,,,,,,,
ns2:conservation_livingplant:performedBy,ns2:conservation_livingplant,performedBy,,,y,,,,,,,
ns2:conservation_livingplant:pestOrDiseaseObserved,ns2:conservation_livingplant,pestOrDiseaseObserved,,,y,,,,,,,
ns2:conservation_livingplant:phosphorusPercent,ns2:conservation_livingplant,phosphorusPercent,,,y,,,,,,,
ns2:conservation_livingplant:plannedTreatment,ns2:conservation_livingplant,plannedTreatment,,,y,,,,,,,
ns2:conservation_livingplant:potassiumPercent,ns2:conservation_livingplant,potassiumPercent,,,y,,,,,,,
ns2:conservation_livingplant:soilMix,ns2:conservation_livingplant,soilMix,,,y,,,,,,,
ns2:conservation_livingplant:treatedBy,ns2:conservation_livingplant,treatedBy,,,y,,,,,,,
ns2:conservation_livingplant:treatedWith,ns2:conservation_livingplant,treatedWith,,,y,,,,,,,
ns2:conservation_livingplant:treatmentDate,ns2:conservation_livingplant,treatmentDate,,,y,,,,,,,
ns2:conservation_publicart:analysisRecommendations,ns2:conservation_publicart,analysisRecommendations,,,,,,,,,,y
ns2:conservation_publicart:conservationPriorityLevel,ns2:conservation_publicart,conservationPriorityLevel,,,,,,,,,,y
ns2:conservation_publicart:proposedTreatmentContractRestrictions,ns2:conservation_publicart,proposedTreatmentContractRestrictions,,,,,,,,,,y
ns2:conservation_publicart:proposedTreatmentEndDate,ns2:conservation_publicart,proposedTreatmentEndDate,,,,,,,,,,y
ns2:conservation_publicart:proposedTreatmentEstCurrency,ns2:conservation_publicart,proposedTreatmentEstCurrency,,,,,,,,,,y
ns2:conservation_publicart:proposedTreatmentEstValue,ns2:conservation_publicart,proposedTreatmentEstValue,,,,,,,,,,y
ns2:conservation_publicart:proposedTreatmentStartDate,ns2:conservation_publicart,proposedTreatmentStartDate,,,,,,,,,,y
ns2:conservation_publicart:treatmentCostCurrency,ns2:conservation_publicart,treatmentCostCurrency,,,,,,,,,,y
ns2:conservation_publicart:treatmentCostValue,ns2:conservation_publicart,treatmentCostValue,,,,,,,,,,y
ns2:contacts_common:addressCountry,ns2:contacts_common,addressCountry,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:addressMunicipality,ns2:contacts_common,addressMunicipality,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:addressPlace1,ns2:contacts_common,addressPlace1,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:addressPlace2,ns2:contacts_common,addressPlace2,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:addressPostCode,ns2:contacts_common,addressPostCode,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:addressStateOrProvince,ns2:contacts_common,addressStateOrProvince,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:addressType,ns2:contacts_common,addressType,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:email,ns2:contacts_common,email,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:emailType,ns2:contacts_common,emailType,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:faxNumber,ns2:contacts_common,faxNumber,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:faxNumberType,ns2:contacts_common,faxNumberType,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:telephoneNumber,ns2:contacts_common,telephoneNumber,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:telephoneNumberType,ns2:contacts_common,telephoneNumberType,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:webAddress,ns2:contacts_common,webAddress,y,y,y,y,y,y,y,y,y,y
ns2:contacts_common:webAddressType,ns2:contacts_common,webAddressType,y,y,y,y,y,y,y,y,y,y
ns2:exhibitions_common:boilerplateText,ns2:exhibitions_common,boilerplateText,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:curatorialNote,ns2:exhibitions_common,curatorialNote,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:exhibitionNumber,ns2:exhibitions_common,exhibitionNumber,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:exhibitionObjectCase,ns2:exhibitions_common,exhibitionObjectCase,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionObjectConsCheckDate,ns2:exhibitions_common,exhibitionObjectConsCheckDate,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionObjectConsTreatment,ns2:exhibitions_common,exhibitionObjectConsTreatment,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionObjectMount,ns2:exhibitions_common,exhibitionObjectMount,y,y,,,y,y,y,,y,
ns2:exhibitions_common:exhibitionObjectName,ns2:exhibitions_common,exhibitionObjectName,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionObjectNote,ns2:exhibitions_common,exhibitionObjectNote,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionObjectNumber,ns2:exhibitions_common,exhibitionObjectNumber,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionObjectRotation,ns2:exhibitions_common,exhibitionObjectRotation,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionObjectSection,ns2:exhibitions_common,exhibitionObjectSection,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionObjectSeqNum,ns2:exhibitions_common,exhibitionObjectSeqNum,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionPerson,ns2:exhibitions_common,exhibitionPerson,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionPersonRole,ns2:exhibitions_common,exhibitionPersonRole,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionReference,ns2:exhibitions_common,exhibitionReference,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionReferenceNote,ns2:exhibitions_common,exhibitionReferenceNote,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionReferenceType,ns2:exhibitions_common,exhibitionReferenceType,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionSectionLocation,ns2:exhibitions_common,exhibitionSectionLocation,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionSectionName,ns2:exhibitions_common,exhibitionSectionName,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionSectionNote,ns2:exhibitions_common,exhibitionSectionNote,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionSectionObjects,ns2:exhibitions_common,exhibitionSectionObjects,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionStatus,ns2:exhibitions_common,exhibitionStatus,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionStatusDate,ns2:exhibitions_common,exhibitionStatusDate,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:exhibitionStatusNote,ns2:exhibitions_common,exhibitionStatusNote,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:galleryRotationEndDateGroup,ns2:exhibitions_common,galleryRotationEndDateGroup,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:galleryRotationName,ns2:exhibitions_common,galleryRotationName,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:galleryRotationNote,ns2:exhibitions_common,galleryRotationNote,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:galleryRotationStartDateGroup,ns2:exhibitions_common,galleryRotationStartDateGroup,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:generalNote,ns2:exhibitions_common,generalNote,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:organizer,ns2:exhibitions_common,organizer,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:planningNote,ns2:exhibitions_common,planningNote,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:sponsor,ns2:exhibitions_common,sponsor,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:title,ns2:exhibitions_common,title,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:type,ns2:exhibitions_common,type,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:venue,ns2:exhibitions_common,venue,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:venueAttendance,ns2:exhibitions_common,venueAttendance,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:venueClosingDate,ns2:exhibitions_common,venueClosingDate,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:venueOpeningDate,ns2:exhibitions_common,venueOpeningDate,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:venueUrl,ns2:exhibitions_common,venueUrl,y,y,y,,y,y,y,,y,y
ns2:exhibitions_common:workingGroupNote,ns2:exhibitions_common,workingGroupNote,y,y,y,,y,y,y,,y,
ns2:exhibitions_common:workingGroupTitle,ns2:exhibitions_common,workingGroupTitle,y,y,y,,y,y,y,,y,
ns2:exhibitions_lhmc:restrictions,ns2:exhibitions_lhmc,restrictions,,,,,,,y,,,
ns2:exhibitions_publicart:exhibitionSupport,ns2:exhibitions_publicart,exhibitionSupport,,,,,,,,,,y
ns2:exhibitions_publicart:exhibitionSupportNote,ns2:exhibitions_publicart,exhibitionSupportNote,,,,,,,,,,y
ns2:groups_common:groupEarliestSingleDate,ns2:groups_common,groupEarliestSingleDate,y,y,y,y,y,y,y,y,y,y
ns2:groups_common:groupLatestDate,ns2:groups_common,groupLatestDate,y,y,y,y,y,y,y,y,y,y
ns2:groups_common:owner,ns2:groups_common,owner,y,y,y,y,y,y,y,y,y,y
ns2:groups_common:responsibleDepartment,ns2:groups_common,responsibleDepartment,y,y,y,,y,y,y,y,y,y
ns2:groups_common:scopeNote,ns2:groups_common,scopeNote,y,y,y,y,y,y,y,y,y,y
ns2:groups_common:title,ns2:groups_common,title,y,y,y,y,y,y,y,y,y,y
ns2:intakes_common:approvalDate,ns2:intakes_common,approvalDate,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:approvalGroup,ns2:intakes_common,approvalGroup,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:approvalIndividual,ns2:intakes_common,approvalIndividual,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:approvalNote,ns2:intakes_common,approvalNote,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:approvalStatus,ns2:intakes_common,approvalStatus,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:conditionCheckDate,ns2:intakes_common,conditionCheckDate,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:conditionCheckerOrAssessor,ns2:intakes_common,conditionCheckerOrAssessor,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:conditionCheckMethod,ns2:intakes_common,conditionCheckMethod,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:conditionCheckNote,ns2:intakes_common,conditionCheckNote,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:conditionCheckReason,ns2:intakes_common,conditionCheckReason,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:conditionCheckReferenceNumber,ns2:intakes_common,conditionCheckReferenceNumber,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:currentLocation,ns2:intakes_common,currentLocation,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:currentLocationFitness,ns2:intakes_common,currentLocationFitness,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:currentLocationNote,ns2:intakes_common,currentLocationNote,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:currentOwner,ns2:intakes_common,currentOwner,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:depositor,ns2:intakes_common,depositor,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:depositorsRequirements,ns2:intakes_common,depositorsRequirements,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:entryDate,ns2:intakes_common,entryDate,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:entryMethod,ns2:intakes_common,entryMethod,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:entryNote,ns2:intakes_common,entryNote,y,y,y,y,y,y,y,,y,y
ns2:intakes_common:entryNumber,ns2:intakes_common,entryNumber,y,y,y,y,y,y,y,,y,y
