profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff info
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestYear,Acquisition Information,Accession date,Latest year,accessionDateGroup,dateLatestYear,integer,n,n,n,"",""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestMonth,Acquisition Information,Accession date,Latest month,accessionDateGroup,dateLatestMonth,integer,n,n,n,"",""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestMonth,Acquisition Information,Accession date,Latest month,accessionDateGroup,dateLatestMonth,integer,n,n,n,"",""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestDay,Acquisition Information,Accession date,Latest day,accessionDateGroup,dateLatestDay,integer,n,n,n,"",""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestDay,Acquisition Information,Accession date,Latest day,accessionDateGroup,dateLatestDay,integer,n,n,n,"",""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestEra,Acquisition Information,Accession date,Latest era,accessionDateGroup,dateLatestEra,string,n,n,n,vocabulary: dateera,""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestEra,Acquisition Information,Accession date,Latest era,accessionDateGroup,dateLatestEra,string,n,n,n,vocabulary: dateera,""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Acquisition Information,Accession date,Latest certainty,accessionDateGroup,dateLatestCertainty,string,n,n,n,vocabulary: datecertainty,""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Acquisition Information,Accession date,Latest certainty,accessionDateGroup,dateLatestCertainty,string,n,n,n,vocabulary: datecertainty,""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Acquisition Information,Accession date,Latest qualifier,accessionDateGroup,dateLatestQualifier,string,n,n,n,option list: dateQualifiers,", +, +/-, -"
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Acquisition Information,Accession date,Latest qualifier,accessionDateGroup,dateLatestQualifier,string,n,n,n,option list: dateQualifiers,", +, +/-, -"
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Acquisition Information,Accession date,Latest qualifier value,accessionDateGroup,dateLatestQualifierValue,integer,n,n,n,"",""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Acquisition Information,Accession date,Latest qualifier value,accessionDateGroup,dateLatestQualifierValue,integer,n,n,n,"",""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Acquisition Information,Accession date,Latest qualifier unit,accessionDateGroup,dateLatestQualifierUnit,string,n,n,n,vocabulary: datequalifier,""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Acquisition Information,Accession date,Latest qualifier unit,accessionDateGroup,dateLatestQualifierUnit,string,n,n,n,vocabulary: datequalifier,""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Acquisition Information,Accession date,Earliest represented date,accessionDateGroup,dateEarliestScalarValue,string,n,n,n,"",""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Acquisition Information,Accession date,Earliest represented date,accessionDateGroup,dateEarliestScalarValue,string,n,n,n,"",""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Acquisition Information,Accession date,Latest represented date,accessionDateGroup,dateLatestScalarValue,string,n,n,n,"",""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Acquisition Information,Accession date,Latest represented date,accessionDateGroup,dateLatestScalarValue,string,n,n,n,"",""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Acquisition Information,Accession date,Represented dates computed,accessionDateGroup,scalarValuesComputed,boolean,n,n,n,"",""
